Rust LOC Summary Report
Generated (UTC): 2025-12-13 00:02:18
Generated (Epoch Seconds): 1765584139
Root Directory: C:\zv9\zv9.SSXL-ext\rust
Target Extensions: rs, toml

------------------------------------------------------
 FILE LOC | Relative File Path
      230 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\packed_string_array.rs
      230 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\packed_vector2_array.rs
      230 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\packed_vector3_array.rs
      230 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\packed_vector4_array.rs
      122 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\plane.rs
      349 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\projection.rs
      194 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\quaternion.rs
      167 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\rect2.rs
      140 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\rect2i.rs
       41 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\rid.rs
      113 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\signal.rs
     1066 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\string.rs
     1012 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\string_name.rs
      212 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\transform_2d.rs
      140 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\transform_3d.rs
      527 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\vector2.rs
      248 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\vector2i.rs
      532 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\vector3.rs
      244 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\vector3i.rs
      393 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\vector4.rs
      249 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\builtin_classes\vector4i.rs
      556 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\accept_dialog.rs
      381 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\aes_context.rs
      355 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\aim_modifier_3d.rs
      319 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animatable_body_2d.rs
      304 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animatable_body_3d.rs
      753 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animated_sprite_2d.rs
      693 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animated_sprite_3d.rs
      392 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animated_texture.rs
     2076 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation.rs
      425 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_library.rs
      942 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_mixer.rs
      733 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_add2.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_add3.rs
      487 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_animation.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_blend2.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_blend3.rs
      556 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_blend_space_1d.rs
      711 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_blend_space_2d.rs
      469 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_blend_tree.rs
      284 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_extension.rs
      587 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_one_shot.rs
      265 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_output.rs
      619 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_state_machine.rs
      472 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_state_machine_playback.rs
      597 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_state_machine_transition.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_sub2.rs
      283 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_sync.rs
      265 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_time_scale.rs
      283 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_time_seek.rs
      388 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_node_transition.rs
     1571 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_player.rs
      265 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_root_node.rs
      457 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\animation_tree.rs
      935 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\area_2d.rs
     1046 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\area_3d.rs
      540 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\array_mesh.rs
      268 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\array_occluder_3d.rs
      544 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\aspect_ratio_container.rs
      336 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\atlas_texture.rs
      235 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_bus_layout.rs
      236 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect.rs
      278 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_amplify.rs
      248 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_band_limit_filter.rs
      248 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_band_pass_filter.rs
      323 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_capture.rs
      404 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_chorus.rs
      368 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_compressor.rs
      476 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_delay.rs
      419 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_distortion.rs
      269 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_eq.rs
      248 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_eq10.rs
      248 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_eq21.rs
      248 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_eq6.rs
      389 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_filter.rs
      296 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_hard_limiter.rs
      248 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_high_pass_filter.rs
      248 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_high_shelf_filter.rs
      225 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_instance.rs
      314 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_limiter.rs
      248 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_low_pass_filter.rs
      248 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_low_shelf_filter.rs
      248 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_notch_filter.rs
      260 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_panner.rs
      332 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_phaser.rs
      393 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_pitch_shift.rs
      287 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_record.rs
      386 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_reverb.rs
      393 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_spectrum_analyzer.rs
      229 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_spectrum_analyzer_instance.rs
      296 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_effect_stereo_enhance.rs
      295 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_listener_2d.rs
      390 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_listener_3d.rs
      937 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_server.rs
      356 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream.rs
      411 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_generator.rs
      164 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_generator_playback.rs
      849 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_interactive.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_microphone.rs
      397 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_mp3.rs
      415 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_ogg_vorbis.rs
      386 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_playback.rs
      134 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_playback_interactive.rs
      267 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_playback_ogg_vorbis.rs
      107 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_playback_playlist.rs
      219 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_playback_polyphonic.rs
      265 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_playback_resampled.rs
      107 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_playback_synchronized.rs
      665 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_player.rs
      657 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_player_2d.rs
      951 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_player_3d.rs
      372 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_playlist.rs
      289 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_polyphonic.rs
      520 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_randomizer.rs
      327 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_synchronized.rs
      676 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\audio_stream_wav.rs
      747 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\a_star_2d.rs
      747 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\a_star_3d.rs
      936 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\a_star_grid_2d.rs
      381 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\back_buffer_copy.rs
      800 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\base_button.rs
     3478 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\base_material_3d.rs
      426 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\bit_map.rs
      367 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\bone_2d.rs
      367 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\bone_attachment_3d.rs
      394 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\bone_constraint_3d.rs
      353 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\bone_map.rs
      435 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\box_container.rs
      336 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\box_mesh.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\box_occluder_3d.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\box_shape_3d.rs
      547 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\button.rs
      317 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\button_group.rs
      227 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\callback_tweener.rs
      880 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\camera_2d.rs
      945 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\camera_3d.rs
      325 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\camera_attributes.rs
      394 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\camera_attributes_physical.rs
      403 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\camera_attributes_practical.rs
      604 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\camera_feed.rs
      353 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\camera_server.rs
      318 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\camera_texture.rs
      322 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\canvas_group.rs
     2774 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\canvas_item.rs
      521 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\canvas_item_material.rs
      497 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\canvas_layer.rs
      286 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\canvas_modulate.rs
      390 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\canvas_texture.rs
      336 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\capsule_mesh.rs
      295 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\capsule_shape_2d.rs
      295 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\capsule_shape_3d.rs
      331 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\center_container.rs
      913 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\character_body_2d.rs
      907 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\character_body_3d.rs
      451 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\char_fx_transform.rs
      319 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\check_box.rs
      319 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\check_button.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\circle_shape_2d.rs
      882 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\class_db.rs
     2049 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\code_edit.rs
      539 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\code_highlighter.rs
      647 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\collision_object_2d.rs
      572 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\collision_object_3d.rs
      430 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\collision_polygon_2d.rs
      367 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\collision_polygon_3d.rs
      358 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\collision_shape_2d.rs
      349 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\collision_shape_3d.rs
      253 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\color_palette.rs
      879 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\color_picker.rs
      491 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\color_picker_button.rs
      319 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\color_rect.rs
      260 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\compressed_cubemap.rs
      260 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\compressed_cubemap_array.rs
      282 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\compressed_texture_2d.rs
      260 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\compressed_texture_2d_array.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\compressed_texture_3d.rs
      131 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\compressed_texture_layered.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\concave_polygon_shape_2d.rs
      277 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\concave_polygon_shape_3d.rs
      379 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\cone_twist_joint_3d.rs
      407 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\config_file.rs
      301 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\confirmation_dialog.rs
      456 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\container.rs
     3940 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\control.rs
      540 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\convert_transform_modifier_3d.rs
      268 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\convex_polygon_shape_2d.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\convex_polygon_shape_3d.rs
      709 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\copy_transform_modifier_3d.rs
     1398 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\cpu_particles_2d.rs
     1567 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\cpu_particles_3d.rs
      349 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\crypto.rs
      428 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\crypto_key.rs
      322 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\csg_box_3d.rs
      280 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\csg_combiner_3d.rs
      394 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\csg_cylinder_3d.rs
      322 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\csg_mesh_3d.rs
      818 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\csg_polygon_3d.rs
      134 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\csg_primitive_3d.rs
      388 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\csg_shape_3d.rs
      376 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\csg_sphere_3d.rs
      394 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\csg_torus_3d.rs
      269 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\cubemap.rs
      269 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\cubemap_array.rs
      731 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\curve.rs
      669 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\curve_2d.rs
      794 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\curve_3d.rs
      381 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\curve_texture.rs
      327 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\curve_xyz_texture.rs
      390 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\cylinder_mesh.rs
      277 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\cylinder_shape_3d.rs
      346 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\damped_spring_joint_2d.rs
      575 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\decal.rs
      292 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\directional_light_2d.rs
      482 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\directional_light_3d.rs
      628 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\dir_access.rs
     7516 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\display_server.rs
      414 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\dpi_texture.rs
      235 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\dtls_server.rs
      335 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_command_palette.rs
      464 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_context_menu_plugin.rs
      253 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_debugger_plugin.rs
      377 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_debugger_session.rs
      912 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_export_platform.rs
      223 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_export_platform_android.rs
      107 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_export_platform_apple_embedded.rs
      331 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_export_platform_extension.rs
      229 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_export_platform_ios.rs
      229 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_export_platform_linux_bsd.rs
      223 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\editor_export_platform_mac_os.rs
