SSXL-ext Live LOC Report
Generated (UTC): 2025-11-11 02:37:41
Generated (Epoch Seconds): 1762828662
Root Directories: .\rust, .\SSXL_engine_tester
Target Extensions: rs, gd, gdc, toml, md

------------------------------------------------------
 FILE LOC | Relative File Path
        0 LOC | rust\target\debug\.fingerprint\cpufeatures-74077e1018e3c4ca
        0 LOC | rust\target\debug\.fingerprint\crc32fast-05354355601d8546
        0 LOC | rust\target\debug\.fingerprint\crc32fast-382b710903c96d9e
        0 LOC | rust\target\debug\.fingerprint\crc32fast-83623cb48d450db3
        0 LOC | rust\target\debug\.fingerprint\crossbeam-a04fb03536421453
        0 LOC | rust\target\debug\.fingerprint\crossbeam-channel-3bce6204c103cdd4
        0 LOC | rust\target\debug\.fingerprint\crossbeam-deque-9dd78542fcdfefd0
        0 LOC | rust\target\debug\.fingerprint\crossbeam-epoch-8c18f8106f2696e0
        0 LOC | rust\target\debug\.fingerprint\crossbeam-queue-1db795f08cf8c861
        0 LOC | rust\target\debug\.fingerprint\crossbeam-utils-96db4feb57c79985
        0 LOC | rust\target\debug\.fingerprint\crossbeam-utils-a4c30eb17caa3820
        0 LOC | rust\target\debug\.fingerprint\crossbeam-utils-ac026af3b6e0bead
        0 LOC | rust\target\debug\.fingerprint\crossterm-f40d2aa9fdb812f9
        0 LOC | rust\target\debug\.fingerprint\crossterm_winapi-de3a2d58a370cfba
        0 LOC | rust\target\debug\.fingerprint\crypto-common-66c2d6f91b6f67b2
        0 LOC | rust\target\debug\.fingerprint\ctrlc-0af3add9a8b99d64
        0 LOC | rust\target\debug\.fingerprint\digest-e43b69db853f7958
        0 LOC | rust\target\debug\.fingerprint\either-b093db9872fb8e5b
        0 LOC | rust\target\debug\.fingerprint\either-c42c5be4fffa5bfb
        0 LOC | rust\target\debug\.fingerprint\env_home-da1d1cab330fcc2a
        0 LOC | rust\target\debug\.fingerprint\exr-113fa1d65f15e9a1
        0 LOC | rust\target\debug\.fingerprint\fastrand-9bedf595bf0fc5c3
        0 LOC | rust\target\debug\.fingerprint\fdeflate-a89563a78ad4b728
        0 LOC | rust\target\debug\.fingerprint\flate2-43fe9233c8701ac0
        0 LOC | rust\target\debug\.fingerprint\gdextension-api-7eef4c6655bddcc5
        0 LOC | rust\target\debug\.fingerprint\gdextension-api-99c3106b3583c266
        0 LOC | rust\target\debug\.fingerprint\generic-array-13de1c38f3909170
        0 LOC | rust\target\debug\.fingerprint\generic-array-dc764d17c4b0a709
        0 LOC | rust\target\debug\.fingerprint\generic-array-df305dd29bc9818e
        0 LOC | rust\target\debug\.fingerprint\getrandom-b55d7f74713e28c7
        0 LOC | rust\target\debug\.fingerprint\gif-816eef8c00c3fa68
        0 LOC | rust\target\debug\.fingerprint\glam-0107f09a5711a33e
        0 LOC | rust\target\debug\.fingerprint\glam-3a301a772427177a
        0 LOC | rust\target\debug\.fingerprint\glob-35455315453c10dc
        0 LOC | rust\target\debug\.fingerprint\godot-049e2945545bb854
        0 LOC | rust\target\debug\.fingerprint\godot-bindings-0c53fe8cdaa2d192
        0 LOC | rust\target\debug\.fingerprint\godot-bindings-396ebb2290d13611
        0 LOC | rust\target\debug\.fingerprint\godot-bindings-4aa9958b85aedf0a
        0 LOC | rust\target\debug\.fingerprint\godot-bindings-7ab5581e63473f8c
        0 LOC | rust\target\debug\.fingerprint\godot-bindings-b2f698b79c938123
        0 LOC | rust\target\debug\.fingerprint\godot-bindings-de9bbf2a84ded266
        0 LOC | rust\target\debug\.fingerprint\godot-cell-63b6a20cf5624f0d
        0 LOC | rust\target\debug\.fingerprint\godot-codegen-004d57cd66b7d9c8
        0 LOC | rust\target\debug\.fingerprint\godot-codegen-169b174d14a175da
        0 LOC | rust\target\debug\.fingerprint\godot-codegen-2cc701166178987e
        0 LOC | rust\target\debug\.fingerprint\godot-codegen-3c0848a7cf458a5b
        0 LOC | rust\target\debug\.fingerprint\godot-codegen-bab903ab504a13e0
        0 LOC | rust\target\debug\.fingerprint\godot-codegen-dbd933fb403f4daa
        0 LOC | rust\target\debug\.fingerprint\godot-core-52730209be937e5a
        0 LOC | rust\target\debug\.fingerprint\godot-core-67960955563cb81e
        0 LOC | rust\target\debug\.fingerprint\godot-core-820f7e8fc392c279
        0 LOC | rust\target\debug\.fingerprint\godot-ffi-5f2d092a424a3354
        0 LOC | rust\target\debug\.fingerprint\godot-ffi-8637706d55ff46d5
        0 LOC | rust\target\debug\.fingerprint\godot-ffi-8f124665d9f91d3b
        0 LOC | rust\target\debug\.fingerprint\godot-ffi-94e1cb8ee9449d6c
        0 LOC | rust\target\debug\.fingerprint\godot-ffi-ee03382969c94e76
        0 LOC | rust\target\debug\.fingerprint\godot-ffi-fcb9e4a72b5e5d5a
        0 LOC | rust\target\debug\.fingerprint\godot-macros-10424126838ae1b6
        0 LOC | rust\target\debug\.fingerprint\godot-macros-90e712b83c09c28c
        0 LOC | rust\target\debug\.fingerprint\godot-macros-c6ca54d32a4f2063
        0 LOC | rust\target\debug\.fingerprint\half-2925bba84e40190c
        0 LOC | rust\target\debug\.fingerprint\heck-fa499b1356116690
        0 LOC | rust\target\debug\.fingerprint\image-a0004438b04bdac6
        0 LOC | rust\target\debug\.fingerprint\itertools-ee4b3e00cd3fd482
        0 LOC | rust\target\debug\.fingerprint\jpeg-decoder-cd0dba57c688c14d
        0 LOC | rust\target\debug\.fingerprint\lazy_static-aa264dec8e156b7d
        0 LOC | rust\target\debug\.fingerprint\lebe-c7d1e061d930504e
        0 LOC | rust\target\debug\.fingerprint\libc-2172f1a8b1c97ecb
        0 LOC | rust\target\debug\.fingerprint\libc-389eaa6f487430c2
        0 LOC | rust\target\debug\.fingerprint\libc-4275404e6e000e6d
        0 LOC | rust\target\debug\.fingerprint\libc-87059c487456c984
        0 LOC | rust\target\debug\.fingerprint\libc-8ffc05070c9f4167
        0 LOC | rust\target\debug\.fingerprint\libc-e490e982fa637d09
        0 LOC | rust\target\debug\.fingerprint\libloading-0007d02180fddab7
        0 LOC | rust\target\debug\.fingerprint\lock_api-04e31afff8092457
        0 LOC | rust\target\debug\.fingerprint\log-5e5e83d7bb18664b
        0 LOC | rust\target\debug\.fingerprint\memchr-0fb77df7c64fe84e
        0 LOC | rust\target\debug\.fingerprint\minimal-lexical-9fcf3874f2f7b103
        0 LOC | rust\target\debug\.fingerprint\miniz_oxide-ec80e1098daf155b
        0 LOC | rust\target\debug\.fingerprint\mio-5ee71b9b98fcf11d
        0 LOC | rust\target\debug\.fingerprint\nanoserde-derive-968747ab1ab13e6c
        0 LOC | rust\target\debug\.fingerprint\nanoserde-eea4f0bdda6780c1
        0 LOC | rust\target\debug\.fingerprint\noise-dc654d896562bd66
        0 LOC | rust\target\debug\.fingerprint\nom-0ad281e6e25049c6
        0 LOC | rust\target\debug\.fingerprint\nu-ansi-term-1bf1e4d60e7db386
        0 LOC | rust\target\debug\.fingerprint\num-traits-362d8f7761e46e24
        0 LOC | rust\target\debug\.fingerprint\num-traits-ad9b188ad697306d
        0 LOC | rust\target\debug\.fingerprint\num-traits-b9007e28f9cae6fb
        0 LOC | rust\target\debug\.fingerprint\num_cpus-1fe70a8bc64b3e0b
        0 LOC | rust\target\debug\.fingerprint\once_cell-ecc86b59685e8d56
        0 LOC | rust\target\debug\.fingerprint\parking_lot-d70b8e662cf82f71
        0 LOC | rust\target\debug\.fingerprint\parking_lot_core-2418d3729e597271
        0 LOC | rust\target\debug\.fingerprint\parking_lot_core-e8be9b060a8eb8f9
        0 LOC | rust\target\debug\.fingerprint\parking_lot_core-ff830c0c45520f86
        0 LOC | rust\target\debug\.fingerprint\pin-project-lite-efc1287e85ca2a83
        0 LOC | rust\target\debug\.fingerprint\png-015a92906706b5d3
        0 LOC | rust\target\debug\.fingerprint\ppv-lite86-3dc76ebec9dda30f
        0 LOC | rust\target\debug\.fingerprint\proc-macro2-5c3c1520252580a1
        0 LOC | rust\target\debug\.fingerprint\proc-macro2-9273593b3e504485
        0 LOC | rust\target\debug\.fingerprint\proc-macro2-a73ab51091eae7d8
        0 LOC | rust\target\debug\.fingerprint\qoi-c80e5c5123800ddc
        0 LOC | rust\target\debug\.fingerprint\quote-8e183f67507b5451
        0 LOC | rust\target\debug\.fingerprint\quote-a814a317d90cf3aa
        0 LOC | rust\target\debug\.fingerprint\quote-cc12b9de84562156
        0 LOC | rust\target\debug\.fingerprint\rand-7573b0635e338a84
        0 LOC | rust\target\debug\.fingerprint\rand_chacha-403f7c2ee9bda3a8
        0 LOC | rust\target\debug\.fingerprint\rand_core-91bad3be6ffbac1c
        0 LOC | rust\target\debug\.fingerprint\rand_core-daf4571b459d9bc2
        0 LOC | rust\target\debug\.fingerprint\rand_pcg-6a16f5b5f2bd9a7a
        0 LOC | rust\target\debug\.fingerprint\rand_xorshift-63f35083f6688642
        0 LOC | rust\target\debug\.fingerprint\rayon-c52f445711f97d0f
        0 LOC | rust\target\debug\.fingerprint\rayon-core-0480d36293d0f361
        0 LOC | rust\target\debug\.fingerprint\rayon-core-89a86bbe315637c3
        0 LOC | rust\target\debug\.fingerprint\rayon-core-fb581594196403f9
        0 LOC | rust\target\debug\.fingerprint\regex-2aa3a6b4589498a0
        0 LOC | rust\target\debug\.fingerprint\regex-2e0e49fd41943e17
        0 LOC | rust\target\debug\.fingerprint\regex-automata-45257088652664e5
        0 LOC | rust\target\debug\.fingerprint\regex-automata-e20c46cc7c73e399
        0 LOC | rust\target\debug\.fingerprint\regex-syntax-2421e0b614fae529
        0 LOC | rust\target\debug\.fingerprint\regex-syntax-a16f1a92689aebc4
        0 LOC | rust\target\debug\.fingerprint\rustc-hash-7806b15916f88b44
        0 LOC | rust\target\debug\.fingerprint\same-file-f3a18cb604690194
        0 LOC | rust\target\debug\.fingerprint\scopeguard-4a1404f096e49870
        0 LOC | rust\target\debug\.fingerprint\serde-21c7f6d187296627
        0 LOC | rust\target\debug\.fingerprint\serde-b8fd775d47c735ba
        0 LOC | rust\target\debug\.fingerprint\serde-big-array-6d2a2853c32458b0
        0 LOC | rust\target\debug\.fingerprint\serde-f90e66e7fb896d90
        0 LOC | rust\target\debug\.fingerprint\serde_core-13a69029e8821d73
        0 LOC | rust\target\debug\.fingerprint\serde_core-4c420ed90e91b30d
        0 LOC | rust\target\debug\.fingerprint\serde_core-954043f5323b9ea5
        0 LOC | rust\target\debug\.fingerprint\serde_derive-cc53691c0e48730b
        0 LOC | rust\target\debug\.fingerprint\sha2-e6e4883d3c4b3ef6
        0 LOC | rust\target\debug\.fingerprint\sharded-slab-246b66737d0748ef
        0 LOC | rust\target\debug\.fingerprint\shlex-a918df6411f507de
        0 LOC | rust\target\debug\.fingerprint\simd-adler32-ded2f8c0fd9d7727
        0 LOC | rust\target\debug\.fingerprint\smallvec-835c1ab0449dfcb9
        0 LOC | rust\target\debug\.fingerprint\socket2-2aaeed607d984b94
        0 LOC | rust\target\debug\.fingerprint\ssxl_animate-e7ce4576ededb469
        0 LOC | rust\target\debug\.fingerprint\ssxl_cache-b378a4a5be121a2b
        0 LOC | rust\target\debug\.fingerprint\ssxl_cli-3dbcdfbdfd357727
        0 LOC | rust\target\debug\.fingerprint\ssxl_engine_ffi-9cf31414c4d3b677
        0 LOC | rust\target\debug\.fingerprint\ssxl_generate-874aaf310326751a
        0 LOC | rust\target\debug\.fingerprint\ssxl_godot-19fe21b425f4797f
        0 LOC | rust\target\debug\.fingerprint\ssxl_math-c1f05b2ca6bd2dd7
        0 LOC | rust\target\debug\.fingerprint\ssxl_shared-fc42ea255aeaa764
        0 LOC | rust\target\debug\.fingerprint\ssxl_sync-b78ba3aa9cb1ebe0
        0 LOC | rust\target\debug\.fingerprint\ssxl_tools-fadfdac24ea025df
        0 LOC | rust\target\debug\.fingerprint\syn-fed83b2877ccf259
        0 LOC | rust\target\debug\.fingerprint\thiserror-4ad1cfa36c3ce9cb
        0 LOC | rust\target\debug\.fingerprint\thiserror-83c827a4f6cce979
        0 LOC | rust\target\debug\.fingerprint\thiserror-93d6b502a707c92f
        0 LOC | rust\target\debug\.fingerprint\thiserror-impl-7f2f53b60f649fb3
        0 LOC | rust\target\debug\.fingerprint\thread_local-3731d752f0d1b75e
        0 LOC | rust\target\debug\.fingerprint\tiff-f0df3d7b5938f49f
        0 LOC | rust\target\debug\.fingerprint\tokio-9a5fb9047430353f
        0 LOC | rust\target\debug\.fingerprint\tokio-macros-d9244c2471d975ed
        0 LOC | rust\target\debug\.fingerprint\tracing-ae01d2b7a947daa1
        0 LOC | rust\target\debug\.fingerprint\tracing-attributes-44e1a14a019ec791
        0 LOC | rust\target\debug\.fingerprint\tracing-core-97d1cb6712afc664
        0 LOC | rust\target\debug\.fingerprint\tracing-log-6f798d15eb8c9b53
        0 LOC | rust\target\debug\.fingerprint\tracing-subscriber-023adbc48b465a7e
        0 LOC | rust\target\debug\.fingerprint\typenum-8149392306cad2d7
        0 LOC | rust\target\debug\.fingerprint\typenum-d0b8c03acac9c5e0
        0 LOC | rust\target\debug\.fingerprint\typenum-fa5367b4510f3048
        0 LOC | rust\target\debug\.fingerprint\unicode-ident-3b08f651ed639288
        0 LOC | rust\target\debug\.fingerprint\venial-b2c0e487f8f0d684
        0 LOC | rust\target\debug\.fingerprint\version_check-cb5a7676e4932a43
        0 LOC | rust\target\debug\.fingerprint\walkdir-0c807df6dd04b72f
        0 LOC | rust\target\debug\.fingerprint\weezl-d2d7bb681add918f
        0 LOC | rust\target\debug\.fingerprint\which-3189061c147ecde3
        0 LOC | rust\target\debug\.fingerprint\winapi-38721c905436f54d
        0 LOC | rust\target\debug\.fingerprint\winapi-4043eb1e9de3a1f2
        0 LOC | rust\target\debug\.fingerprint\winapi-4696b962728485c4
        0 LOC | rust\target\debug\.fingerprint\winapi-util-6b904d89c497f89a
        0 LOC | rust\target\debug\.fingerprint\windows-link-f745fbe2a98ebd03
        0 LOC | rust\target\debug\.fingerprint\windows-sys-51d69a763f8d0621
        0 LOC | rust\target\debug\.fingerprint\windows-sys-650b94977ac9cacf
        0 LOC | rust\target\debug\.fingerprint\windows-targets-cac09d3b5db02bbd
        0 LOC | rust\target\debug\.fingerprint\windows_x86_64_msvc-b42a67e13a1608fc
        0 LOC | rust\target\debug\.fingerprint\windows_x86_64_msvc-b850d9bdf64b9bea
        0 LOC | rust\target\debug\.fingerprint\windows_x86_64_msvc-d71ae0fa5fb74256
        0 LOC | rust\target\debug\.fingerprint\winsafe-4196af3a7ac2e37e
        0 LOC | rust\target\debug\.fingerprint\zerocopy-7b6be8eae3509bba
        0 LOC | rust\target\debug\.fingerprint\zerocopy-99268c8bcb52620e
        0 LOC | rust\target\debug\.fingerprint\zerocopy-derive-a1bd78fe9700e002
        0 LOC | rust\target\debug\.fingerprint\zerocopy-f5da7d5bfe9629ac
        0 LOC | rust\target\debug\.fingerprint\zune-inflate-4a39d434f7b96dc0
        0 LOC | rust\target\debug\build\anyhow-59027e4fd27fcbd2
        0 LOC | rust\target\debug\build\anyhow-82e2d8d77d790d93
        0 LOC | rust\target\debug\build\bindgen-2c87e29874bfa535
        0 LOC | rust\target\debug\build\bindgen-907efc2c31a283e9
        0 LOC | rust\target\debug\build\clang-sys-92ce8e3b66c722aa
        0 LOC | rust\target\debug\build\clang-sys-e356da8f2eab0fa2
        0 LOC | rust\target\debug\build\crc32fast-05354355601d8546
        0 LOC | rust\target\debug\build\crc32fast-83623cb48d450db3
        0 LOC | rust\target\debug\build\crossbeam-utils-a4c30eb17caa3820
        0 LOC | rust\target\debug\build\crossbeam-utils-ac026af3b6e0bead
        0 LOC | rust\target\debug\build\generic-array-13de1c38f3909170
        0 LOC | rust\target\debug\build\generic-array-dc764d17c4b0a709
        0 LOC | rust\target\debug\build\godot-bindings-0c53fe8cdaa2d192
        0 LOC | rust\target\debug\build\godot-bindings-396ebb2290d13611
        0 LOC | rust\target\debug\build\godot-bindings-b2f698b79c938123
        0 LOC | rust\target\debug\build\godot-bindings-de9bbf2a84ded266
        0 LOC | rust\target\debug\build\godot-codegen-169b174d14a175da
        0 LOC | rust\target\debug\build\godot-codegen-2cc701166178987e
        0 LOC | rust\target\debug\build\godot-codegen-3c0848a7cf458a5b
        0 LOC | rust\target\debug\build\godot-codegen-dbd933fb403f4daa
        0 LOC | rust\target\debug\build\godot-core-67960955563cb81e
        0 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279
        0 LOC | rust\target\debug\build\godot-ffi-8637706d55ff46d5
        0 LOC | rust\target\debug\build\godot-ffi-8f124665d9f91d3b
        0 LOC | rust\target\debug\build\godot-ffi-ee03382969c94e76
        0 LOC | rust\target\debug\build\godot-ffi-fcb9e4a72b5e5d5a
        0 LOC | rust\target\debug\build\godot-macros-10424126838ae1b6
        0 LOC | rust\target\debug\build\godot-macros-c6ca54d32a4f2063
        0 LOC | rust\target\debug\build\libc-2172f1a8b1c97ecb
        0 LOC | rust\target\debug\build\libc-4275404e6e000e6d
        0 LOC | rust\target\debug\build\libc-8ffc05070c9f4167
        0 LOC | rust\target\debug\build\libc-e490e982fa637d09
        0 LOC | rust\target\debug\build\num-traits-362d8f7761e46e24
        0 LOC | rust\target\debug\build\num-traits-ad9b188ad697306d
        0 LOC | rust\target\debug\build\parking_lot_core-2418d3729e597271
        0 LOC | rust\target\debug\build\parking_lot_core-ff830c0c45520f86
        0 LOC | rust\target\debug\build\proc-macro2-5c3c1520252580a1
        0 LOC | rust\target\debug\build\proc-macro2-9273593b3e504485
        0 LOC | rust\target\debug\build\quote-a814a317d90cf3aa
        0 LOC | rust\target\debug\build\quote-cc12b9de84562156
        0 LOC | rust\target\debug\build\rayon-core-0480d36293d0f361
        0 LOC | rust\target\debug\build\rayon-core-89a86bbe315637c3
        0 LOC | rust\target\debug\build\serde-b8fd775d47c735ba
        0 LOC | rust\target\debug\build\serde-f90e66e7fb896d90
        0 LOC | rust\target\debug\build\serde_core-13a69029e8821d73
        0 LOC | rust\target\debug\build\serde_core-4c420ed90e91b30d
        0 LOC | rust\target\debug\build\thiserror-83c827a4f6cce979
        0 LOC | rust\target\debug\build\thiserror-93d6b502a707c92f
        0 LOC | rust\target\debug\build\typenum-8149392306cad2d7
        0 LOC | rust\target\debug\build\typenum-fa5367b4510f3048
        0 LOC | rust\target\debug\build\winapi-4043eb1e9de3a1f2
        0 LOC | rust\target\debug\build\winapi-4696b962728485c4
        0 LOC | rust\target\debug\build\windows_x86_64_msvc-b42a67e13a1608fc
        0 LOC | rust\target\debug\build\windows_x86_64_msvc-d71ae0fa5fb74256
        0 LOC | rust\target\debug\build\zerocopy-7b6be8eae3509bba
        0 LOC | rust\target\debug\build\zerocopy-f5da7d5bfe9629ac
        0 LOC | rust\target\debug\build\anyhow-59027e4fd27fcbd2\out
        0 LOC | rust\target\debug\build\bindgen-907efc2c31a283e9\out
        0 LOC | rust\target\debug\build\clang-sys-92ce8e3b66c722aa\out
      312 LOC | rust\target\debug\build\clang-sys-92ce8e3b66c722aa\out\common.rs
      235 LOC | rust\target\debug\build\clang-sys-92ce8e3b66c722aa\out\dynamic.rs
       44 LOC | rust\target\debug\build\clang-sys-92ce8e3b66c722aa\out\macros.rs
        0 LOC | rust\target\debug\build\crc32fast-05354355601d8546\out
        0 LOC | rust\target\debug\build\crossbeam-utils-a4c30eb17caa3820\out
        0 LOC | rust\target\debug\build\generic-array-13de1c38f3909170\out
        0 LOC | rust\target\debug\build\godot-bindings-0c53fe8cdaa2d192\out
        0 LOC | rust\target\debug\build\godot-bindings-de9bbf2a84ded266\out
        0 LOC | rust\target\debug\build\godot-codegen-3c0848a7cf458a5b\out
        0 LOC | rust\target\debug\build\godot-codegen-dbd933fb403f4daa\out
        0 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out
        0 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\builtin_classes
